index,bearing,latitude_geo,longitude_geo,speed_over_ground,desired_operating_speed_engine,engine_speed,fuel_delivery_pressure_sensor,fuel_pressure,fuel_rate,level_engine_coolant,load,engine_oil_filter_diff_pressure_j1939,oil_pressure,position_accelerator_pedal_1,position_engine_throttle,potential_battery_power_input_1,pressure_diff_fuel_filter,pressure_engine_coolant ,pressure_engine_crankcase,pressure_engine_inlet_air,pressure_engine_intake_manifold_1,rated_speed_engine,running_hours,temperature_ambient_air,temperature_engine_air_inlet,temperature_engine_coolant,temperature_engine_fuel_1,temperature_engine_intake_manifold_1,left_manifold_exh_gas_temperature,right_manifold_exh_gas_temperature,total_average_fuel_rate_engine,total_fuel_used_engine,transmission_1_oil_pressure,transmission_oil_temperature_1,trip_fuel_engine,acceleration_x,acceleration_y,acceleration_z,operation,year,month,day,hour,minute,second
62,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,118.406,93.156,84.45,34824,13.090909,26,34824,0.00951824,-0.11740176,-0.00019152,0,2021,6,1,0,8,16
63,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,118.406,93.156,84.45,34824,13.090909,26,34824,0.00951824,-0.11740176,-0.00019152,0,2021,6,1,0,8,20
64,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,13.090909,26,34824,0.00951824,-0.11740176,-0.00019152,0,2021,6,1,0,8,21
65,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,13.090909,26,34824,0.00951824,-0.11740176,-0.00019152,0,2021,6,1,0,8,22
66,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,13.090909,26,34824,0.00951824,-0.11740176,-0.00019152,0,2021,6,1,0,8,23
67,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,13.090909,26,34824,0.02235008,-0.10897488,0.01283184,0,2021,6,1,0,8,28
68,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.02235008,-0.10897488,0.01283184,0,2021,6,1,0,8,35
69,98.6753,50.417496,7.560418,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.0033896,-0.10954944,0.00612864,0,2021,6,1,0,8,41
70,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.0033896,-0.10954944,0.00612864,0,2021,6,1,0,8,50
71,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.0033896,-0.10954944,0.00612864,0,2021,6,1,0,8,51
72,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.0033896,-0.10954944,0.00612864,0,2021,6,1,0,8,52
73,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,11.636364,26.09091,34824,0.01622144,-0.10954944,0.00536256,0,2021,6,1,0,8,53
74,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,16,26,34824,0.01622144,-0.10954944,0.00536256,0,2021,6,1,0,9,5
75,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,16,26,34824,0.01354016,-0.11223072,0.00880992,0,2021,6,1,0,9,6
76,98.6753,50.417496,7.560417,0,650,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,16,26,34824,0.01545536,-0.11261376,0.0153216,0,2021,6,1,0,9,18
77,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,412.35,0,0,65,0,66,117.5,93.156,84.45,34824,16,26,34824,0.01545536,-0.11261376,0.0153216,0,2021,6,1,0,9,20
78,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,16,26,34824,0.01545536,-0.11261376,0.0153216,0,2021,6,1,0,9,21
79,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,16,26,34824,0.01545536,-0.11261376,0.0153216,0,2021,6,1,0,9,22
80,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,16,26,34824,0.01545536,-0.11261376,0.0153216,0,2021,6,1,0,9,23
81,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,16,26,34824,0.01239104,-0.10801728,0.00823536,0,2021,6,1,0,9,31
82,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0.54545456,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,13.090909,26,34824,0.01239104,-0.10801728,0.00823536,0,2021,6,1,0,9,35
83,98.6753,50.417496,7.560416,0,650,0,0,0,0,0,0,0,0,0,0,25.65,0.54545456,0,0,0,0,0,412.35,0,0,65,0,66,116.594,93.156,84.45,34824,13.090909,26,34824,0.01143344,-0.09576,-0.00019152,0,2021,6,1,0,9,43
